"uuid","void/retire","data class","data type","fully specified name:en","short name:en","short name:en_GB","synonym 1:en","synonym 2:en","synonym 3:en","synonym 4:en","synonym 5:en","synonym 6:en","synonym 7:en","synonym 8:en","description:en","mappings|SAME-AS|PIH Malawi","mappings|NARROWER-THAN|Malawi HMIS Outpatient Indicators","mappings|NARROWER-THAN|SPINE Coded answers","mappings|NARROWER-THAN|SPINE","mappings|SAME-AS|PIH","mappings|SAME-AS|CIEL","mappings|SAME-AS|SNOMED CT","mappings|NARROWER-THAN|SNOMED NP","mappings|SAME-AS|AMPATH","mappings|NARROWER-THAN|SNOMED CT","mappings|SAME-AS|org.openmrs.module.emrapi","absolute high","critical high","normal high","absolute low","critical low","normal low","allow decimals","units","display precision"
"655be7da-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Does your health keep you from eating, dressing, bathing, or using the latrine?","MOSHIV_Q4F","MOSHIV_Q4F",,,,,,,,,"Does your health keep you from eating, dressing, bathing, or using the latrine? ","1861",,,,,,,,,,,,,,,,,,,
"655be6cc-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Does your health keep you from walking a distance, like the length of a","MOSHIV_Q4E","MOSHIV_Q4E",,,,,,,,,"Does your health keep you from walking a distance, like the length of a football pitch, about 100 meters
","1860",,,,,,,,,,,,,,,,,,,
"655be4c4-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Does your health keep you from walking uphill?","MOSHIV_Q4C","MOSHIV_Q4C",,,,,,,,,"Does your health keep you from walking uphill? ","1858",,,,,,,,,,,,,,,,,,,
"655be8de-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Does your health keep you from working at a job, doing work around the house or going to school?","MOSHIV_Q5","MOSHIV_Q5",,,,,,,,,"Does your health keep you from working at a job, doing work around the house or going to school?","1862",,,,,,,,,,,,,,,,,,,
"655be3c0-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Does your health limit the kinds or amounts of moderate activities you can do, washing clothes, moving a jerrican of water or moving a bundle of fire wood from one place to another?","MOSHIV_Q4B","MOSHIV_Q4B",,,,,,,,,"Does your health limit the kinds or amounts of moderate activities you can do, washing clothes, moving a jerrican of water or moving a bundle of fire wood from one place to another? ","1857",,,,,,,,,,,,,,,,,,,
"655be2bc-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Does your health limit the kinds or amounts of vigorous activities you can do, like hoeing, fetching water from a well, carrying a big bunch of bananas?","MOSHIV_Q4A","MOSHIV_Q4A",,,,,,,,,"Does your health limit the kinds or amounts of vigorous activities you can do, like hoeing, fetching water from a well, carrying a big bunch of bananas? ","1856",,,,,,,,,,,,,,,,,,,
"65482330-977f-11e1-8993-905e29aff6c1","true","Diagnosis","N/A","Dog bite",,,,,,,,,,,"bitten by a dog",,,,,,,,,,,,,,,,,,,,
"655ad53e-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Dogs owned by patients family","Dogs","Dogs",,,,,,,,,"Question on the intake form:  ""number of dogs that the patient's family owns?""
","1655",,,,,,,,,,,,,,,,,"false","",
"65596fbe-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Domestic partner",,,,,,,,,,,"Civil status","1405",,,,,,,,,,,,,,,,,,,
"654b3110-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Domperidone",,,"Motilium",,,,,,,,"Medicine that increases the movements or contractions of the stomach and bowel. Domperidone is also used to treat nausea and vomiting caused by other drugs used to treat Parkinson's Disease.","959",,,,,,,,,,,,,,,,,,,
"1fa4b4a6-b849-4442-94d0-f46f4460ce38",,"Misc","N/A","Don't Know",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"584fbc24-9eda-4db4-93d2-30b77067a5c6",,"Question","Coded","Done",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"655aea6a-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Donkeys owned by patients family","Donkeys","Donkeys",,,,,,,,,"Question on the intake form:  ""number of donkeys that the patient's family owns?""","1659",,,,,,,,,,,,,,,,,"false","",
"657b16d2-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Dopamine",,,,,,,,,,,,"8242",,,,,,,,,,,,,,,,,,,
"6572ffc4-977f-11e1-8993-905e29aff6c1",,"Test","Coded","Dorsalis pedis",,,,,,,,,,,,"6731",,,,,,,,,,,,,,,,,,,
"6563c4dc-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Dose cannot be increased",,,,,,,,,,,"Reasons why dosage cannot be increased","3281",,,,,,,,,,,,,,,,,,,
"65657bc4-977f-11e1-8993-905e29aff6c1",,"Question","Text","Dose change reason other, non coded",,,,,,,,,,,"Open reason for why patient's dose cannot be changed","3385",,,,,,,,,,,,,,,,,,,
"65636622-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Dose changed at last encounter",,,,,,,,,,,"How was the dose changed at the last encounter with the patient. ","3194",,,,,,,,,,,,,,,,,,,
"6562ca50-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Dose in grams",,,"Dosage in grams",,,,,,,,"Amount of medication prescribed measured in grams.","3113",,,,,,,,,,,,,,,,,"false","g",
"6562d39c-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Dose in milligrams",,,,,,,,,,,"Amount of medication prescribed measured in milligrams.","3122",,,,,,,,,,,,,,,,,"false","mg",
"6562c942-977f-11e1-8993-905e29aff6c1",,"Misc","Numeric","Dose in tablets",,,"Dosage in pills","Dose in pills","Dosage in tablets",,,,,,"Amount of medication prescribed in tablets ","3112",,,,,,,,,,,,,,,,,"false","",
"162384AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,"Misc","Coded","Dosing unit","Dose unit","Dose unit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"657af814-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Dostinex",,,,,,,,,,,,"8218",,,,,,,,,,,,,,,,,,,
"722824d7-8392-4d62-a8c7-4b329f5094cd",,"Diagnosis","Coded","Downs Syndrome (Suspected or Confirmed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"657af918-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Doxazosin",,,,,,,,,,,,"8219",,,,,,,,,,,,,,,,,,,
"6545fbfa-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Doxycycline",,,,,,,,,,,"A broad-spectrum tetracycline antibiotic C22H24N2O8 with potent antibacterial activity that is often taken by travelers as a prophylactic against diarrhea.","95",,,,,,,,,,,,,,,,,,,
"656acad4-977f-11e1-8993-905e29aff6c1","true","Anatomy","Boolean","DPT",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"6545a826-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","DPT vaccination",,,"DPT vaccination No.3","DPT vaccination No.2",,,,,,,"first vaccination for diptheria, pertussis (whooping cough), and tetanus (IM)",,,,,,,,,,,,,,,,,,,,
"6545a92a-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","DPT vaccination No.2",,,,,,,,,,,"second vaccination for diptheria, pertussis (whooping cough), and tetanus (IM)",,,,,,,,,,,,,,,,,,,,
"6545aa2e-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","DPT vaccination No.3",,,,,,,,,,,"third vaccination for diptheria, pertussis (whooping cough), and tetanus (IM)",,,,,,,,,,,,,,,,,,,,
"65772018-977f-11e1-8993-905e29aff6c1",,"Procedure","N/A","Drainage of abscess",,,,,,,,,,,,"7476",,,,,,,,,,,,,,,,,,,
"657d2d96-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Draining liquor",,,,,,,,,,,,"8367",,,,,,,,,,,,,,,,,,,
"495d9e10-4a59-4f45-93d9-07989a73c34a",,"Misc","N/A","Drama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6564139c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Driver",,,"Chauffeur",,,,,,,,"Employment Activity ","3344",,,,,,,,,,,,,,,,,,,
"80f130e3-a53b-4306-a8c9-ee1731575684",,"Misc","Text","Dropped out School Class",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65692b66-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drops",,,,,,,,,,,"A dose of medicine measured by drops","4029",,,,,,,,,,,,,,,,,,,
"655ab36a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug desensitization",,,,,,,,,,,"The elimination or reduction of natural or acquired reactivity or sensitivity to an external stimulus, as an allergen (Definition from Dictionary.com)","1644",,,,,,,,,,,,,,,,,,,
"655a0c6c-977f-11e1-8993-905e29aff6c1",,"Misc","Date","Drug end date",,,,,,,,,,,"Date on which a drug or group of drugs is stopped, either by a physician's order or because the patient is no longer in treatment.","1500",,,,,,,,,,,,,,,,,,,
"655b679c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug failure",,,,,,,,,,,"The medication has failed to work properly","1751",,,,,,,,,,,,,,,,,,,
"6563fb14-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Drug frequency coded","Freq","Freq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"655b68a0-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug given in error",,,,,,,,,,,"The wrong drug was given to the patient","1752",,,,,,,,,,,,,,,,,,,
"655ffc4e-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Drug hepatitis",,,,,,,,,,,"inflammation of the liver caused by medication","2600",,,,,,,,,,,,,,,,,,,
"65636938-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug increased",,,,,,,,,,,"Drug dose increased at last encounter. Recorded at the beginning of current encounter.","3197",,,,,,,,,,,,,,,,,,,
"657789c2-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Drug induced",,,"Drug-induced",,,,,,,,,"7567",,"8",,,,,,,,,,,,,,,,,
"655b84a2-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug lost or used up",,,"Lost/ran out of pills",,,,,,,,,"1771",,,,,,,,,,,,,,,,,,,
"655b7390-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug out of stock",,,"Drug NOT available","Out of stock",,,,,,,"This could be a reason for poor adherence, regimen change or stop","1761",,,,,,,,,,,,,,,,,,,
"6577d2ec-977f-11e1-8993-905e29aff6c1",,"Diagnosis","Coded","Drug overdose",,,,,,,,,,,,"7634",,,"7",,,,,,,,,,,,,,,,
"6577d4f4-977f-11e1-8993-905e29aff6c1",,"Diagnosis","Coded","Drug reaction",,,,,,,,,,,,"7636",,,"7",,,,,,,,,,,,,,,,
"65781522-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug related - stavudine",,,,,,,,,,,,"7693",,"8",,,,,,,,,,,,,,,,,
"65781626-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug related - TB drugs",,,,,,,,,,,,"7694",,"8",,,,,,,,,,,,,,,,,
"65703370-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug replaced by another in same class",,,"Replaced with new drug in same class",,,,,,,,"The drug was replaced with another drug which was in the same class.","6230",,,,,,,,,,,,,,,,,,,
"65663f46-977f-11e1-8993-905e29aff6c1",,"Test","N/A","Drug sensitivity test","DST","DST",,,,,,,,,"A coded answer for the concept SIMPLE TUBERCULOSIS TEST TYPE.  An MDR-TB concept.","3493",,,,,,,,,,,,,,,,,,,
"6562782a-977f-11e1-8993-905e29aff6c1",,"Misc","Boolean","Drug sensitivity test complete","Complete","Complete",,,,,,,,,"True = test complete, False = test not complete","3039",,,,,,,,,,,,,,,,,,,
"655f8f84-977f-11e1-8993-905e29aff6c1",,"Test","Coded","Drug sensitivity test contaminated",,,"DST contaminated",,,,,,,,,"2507",,,,,,,,,,,,,,,,,,,
"6559c932-977f-11e1-8993-905e29aff6c1","true","Test","Coded","Drug sensitivity test for tuberculosis","DST","DST",,,,,,,,,"Test for drug sensitivity or resistance to anti-tuberculous drugs",,,,,,,,,,,,,,,,,,,,
"6559cc52-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Drug sensitivity test for tuberculosis construct","DST","DST",,,,,,,,,"Test for drug sensitivity or resistance to anti-tuberculous drugs. Includes list of drugs to which the patient may be resistant","1443",,,,,,,,,,,,,,,,,,,
"655f64e6-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Drug sensitivity test not done","Not done","Not done","DST not done","No drug sensitivity test","No DST",,,,,,"drugs to which a TB patient's susceptibility has not been tested","2475",,,,,,,,,,,,,,,,,,,
"655b7c5a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug shared with others",,,"Shared with others",,,,,,,,,"1766",,,,,,,,,,,,,,,,,,,
"655a0b68-977f-11e1-8993-905e29aff6c1",,"Misc","Date","Drug start date",,,,,,,,,,,"Date on which a drug or group of drugs is started","1499",,,,,,,,,,,,,,,,,,,
"65636726-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug started",,,,,,,,,,,"Medication started at last encounter. Recorded at the beginning of current encounter.","3195",,,,,,,,,,,,,,,,,,,
"6570347e-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug stopped in error",,,"Error to stop drug",,,,,,,,"It was an error to stop treatment with the drug.","6231",,,,,,,,,,,,,,,,,,,
"655b6698-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug unavailable",,,,,,,,,,,"The medicine for the patient was not available","1750",,,,,,,,,,,,,,,,,,,
"625b029c-5377-11e6-beb8-9e71128cae77",,"ConvSet","N/A","Drug use construct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"655f5b9a-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","Drug use history",,,"Non-prescribed drug history",,,,,,,,"Does the patient use drugs?","2466",,,,,,,,,,,,,,,,,,,
"655ab180-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Drug withdrawn",,,,,,,,,,,"Drug is no longer given to a patient","1642",,,,,,,,,,,,,,,,,,,
"90ec5559-3ba2-4fc3-abc1-614727b17141",,"Diagnosis","N/A","Drug-induced mental and behavior disorder",,,"Drug-induced mental disorder",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0754f2f8-d797-11e8-9f8b-f2801f1b9fd1",,"Question","Text","drugs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"655d587c-977f-11e1-8993-905e29aff6c1",,"Symptom/Finding","N/A","Dry cough",,,,,,,,,,,"To cough without producing anything","2128",,,,,,,,,,,,,,,,,,,
"156095AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,"Diagnosis","N/A","Dry mouth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65668b40-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Dubious",,,,,,,,,,,"Generic answer to a question","3561",,,,,,,,,,,,,,,,,,,
"65768ae0-977f-11e1-8993-905e29aff6c1",,"Diagnosis","Numeric","Duddentis",,,,,,,,,,,,"7404",,,,,,,,,,,,,,,,,"false","",
"6568a7f4-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Due to Anti-TB medication",,,,,,,,,,,"Suspected reason for adverse reaction","3971",,,,,,,,,,,,,,,,,,,
"65601206-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Due to anti-tuberculosis drugs or antiretrovirals",,,"Due to anti-TB drugs or ARVs",,,,,,,,"Suspected reason for adverse reaction or new symptom
","2621",,,,,,,,,,,,,,,,,,,
"6568a6f0-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Due to antiretrovirals",,,,,,,,,,,"Suspected reason for adverse reaction","3970",,,,,,,,,,,,,,,,,,,
"6560130a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Due to capreomycin",,,,,,,,,,,"Suspected reason for adverse reaction or new symptom
","2622",,,,,,,,,,,,,,,,,,,
"65600ff4-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Due to cyloserine or terizidone",,,,,,,,,,,"Suspected reason for adverse reaction or new reaction","2619",,,,,,,,,,,,,,,,,,,
"656010f8-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Due to injectable",,,,,,,,,,,"Suspected reason for adverse reaction or new symptom","2620",,,,,,,,,,,,,,,,,,,
"d9ba6164-60ca-4540-a080-01b4c24f64d2",,"Misc","N/A","Dug Well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5930E268-3FB4-4B34-BE26-82D671D4A06D",,"Misc","N/A","Dull",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"656a44b0-977f-11e1-8993-905e29aff6c1","true","Anatomy","Boolean","Dull tympanic membrane",,,"Dull TM","TM dull",,,,,,,"On otoscopic exam, a tympanic membrane which appears dull",,,,,,,,,,,,,,,,,,,,
"6548af30-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Dullness",,,,,,,,,,,"dullness over lung segment on percussion",,,,,,,,,,,,,,,,,,,,
"6569f8e8-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Dullness to percussion",,,,,,,,,,,"Dullness to percussion","5138",,,,,,,,,,,,,,,,,,,
"6546cce2-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Duodenal ulcer",,,"Ulcer duodenal",,,,,,,,"Peptic ulcer in the lining of the duodenum.","208","50",,,,,,,,,,,,,,,,,,
"657a94aa-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Duodenitis",,,,,,,,,,,,"8138",,,,,,,,,,,,,,,,,,,
"0F3AA0EC-C3FB-47E7-B17D-FA8AF2B0B33C",,"Question","Text","Duration",,,,,,,,,,,"Prescribed duration of drug consumption",,,,,,,,,,,,,,,,,,,,
"89562b1e-9b39-4bdf-b57e-cf0e2448d815",,"Question","Coded","Duration (coded)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"655e1bae-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration in years","Dur_smoke","Dur_smoke",,,,,,,,,"Duration of a symptom or behavior, in years","2241",,,,,,,,,,,,,,,,,"true","",
"65796292-977f-11e1-8993-905e29aff6c1",,"Misc","Coded","Duration of current cough",,,,,,,,,,,,"7931",,,,,,,,,,,,,,,,,,,
"6566deb0-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of current symptoms score",,,,,,,,,,,"Score for the duration of symptoms for the qualitative pediatric TB screening.","3629",,,,,,,,,,,,,,,,,"false","",
"655f41e6-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of district in residence",,,"Number of years residing in district",,,,,,,,"Length of time in years that patient has lived in the present district","2441",,,,,,,,,,,,,,,,,"false","",
"656803d0-977f-11e1-8993-905e29aff6c1",,"Question","Text","Duration of food program",,,"Duration of food distribution enrollment",,,,,,,,"The period of time that the patient is enrolled in the food program (eg. 6 months, 1 year, etc)","3828",,,,,,,,,,,,,,,,,,,
"656170f6-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of hospitalization in days",,,"Hospital duration in days",,,,,,,,"In days, how long has the patient been hospitalized since the last visit?","2872",,,,,,,,,,,,,,,,,"true","DAYS",
"65617312-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of hospitalization in months",,,,,,,,,,,"In months, how long was the patient hospitalized since the last visit?","2874",,,,,,,,,,,,,,,,,"true","MONTHS",
"6561720e-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of hospitalization in weeks",,,"Hospital duration in weeks",,,,,,,,"In weeks, how long has the patient been hospitalized since the last visit?","2873",,,,,,,,,,,,,,,,,"true","WEEKS",
"fd9f7d52-0a23-11e6-b512-3e1d05defe78",,"ConvSet","N/A","Duration of NVP construct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65665602-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of previous treatment in months",,,,,,,,,,,"A generic concept used to record the duration of previous treatment in months for a transfer-in mdr-tb patient.  Used by the mdr-tb module.","3515",,,,,,,,,,,,,,,,,"false","months",
"6558d4c8-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of symptom in days","DUR_SYMP_DY","DUR_SYMP_DY",,,,,,,,,"The duration of symptoms in functional review of symptoms, measured in days","1294",,,,,,,,,,,,,,,,,"true","Days",
"655dc348-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of symptom in months","Dur_symp_mo","Dur_symp_mo",,,,,,,,,"The duration of symptoms in functional review of symptoms, measured in months","2161",,,,,,,,,,,,,,,,,"true","",
"655dc23a-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of symptom in weeks","Dur_symp_wk","Dur_symp_wk",,,,,,,,,"The duration of symptoms in functional review of symptoms, measured in weeks","2160",,,,,,,,,,,,,,,,,"true","",
"65661ec6-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Duration of symptoms in years","Symptoms_Yrs","Symptoms_Yrs",,,,,,,,,"Number of years that the symptoms have existed.","3462",,,,,,,,,,,,,,,,,"false","Years",
"65601a12-977f-11e1-8993-905e29aff6c1",,"Question","Coded","During the past 4 days, on how many days have you missed taking all your doses?","Tot_miss4","Tot_miss4","ACTG","Four day recall",,,,,,,"During the past 4 days, on how many days have you missed taking all your doses?","2629",,,,,,,,,,,,,,,,,,,
"655be1ae-977f-11e1-8993-905e29aff6c1",,"Question","Coded","During the past 4 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?","MOSHIV_Q3","MOSHIV_Q3",,,,,,,,,"During the past 4 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?","1855",,,,,,,,,,,,,,,,,,,
"656821c6-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Dynamic outflow tract obstruction",,,,,,,,,,,"An acceleration in blood flow across the left ventricular outflow tract seen on echocardiography.","3855",,,,,,,,,,,,,,,,,,,
"6546901a-977f-11e1-8993-905e29aff6c1","true","Diagnosis","N/A","Dysentery",,,,,,,,,,,"diarrheal illness, usually due to infection",,,,,,,,,,,,,,,,,,,,
"6577d602-977f-11e1-8993-905e29aff6c1",,"Diagnosis","Coded","Dysentery",,,,,,,,,,,,"7637","13","8","7",,,,,,,,,,,,,,,,
"655929e6-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Dysentery bacilliary",,,,,,,,,,,"Dysentery due to a bacillus bacteria, a specific form of gastroenteritis often associated with blood stools","1365","13",,,,,,,,,,,,,,,,,,
"6574168e-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Dysfunctional uterine bleeding","DUB","DUB",,,,,,,,,"Abnormal genital tract bleeding based in the uterus and found in the absence of demonstrable organic pathology, and is the most common cause of functional abnormal uterine bleeding.","6929","45",,,,,,,,,,,,,,,,,,
"6546203a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Dysmenorrhoea",,,"Dysmenorrhea",,,,,,,,"Pain with menstrual periods.","127","44a",,,,,,,,,,,,,,,,,,
"65460e88-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Dyspepsia",,,"Heartburn","Indigestion",,,,,,,"A disorder of digestive function characterized by discomfort or heartburn or nausea.","111","49",,,,,,,,,,,,,,,,,,
"654a9246-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Dysphagia",,,"Painful swallowing",,,,,,,,"Pain which occurs when swallowing.","881",,,,,,,,,,,,,,,,,,,
"65591f64-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Dysphagia assessment",,,,,,,,,,,"Difficulty swallowing as part of clinical impression","1355",,,,,,,,,,,,,,,,,,,
"6568af24-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Dysplastic",,,,,,,,,,,"echocardiographic finding","3978",,,,,,,,,,,,,,,,,,,
"a02a2c07-521e-44e0-b83c-5b6a9302f8d6",,"Symptom","Coded","Dyspnea on extertion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"656eef24-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","Dysuria",,,,,,,,,,,"Painful or difficult urination.","6020",,,,,,,,,,,,,,,,,,,
"6549c6fe-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","E coli",,,,,,,,,,,"result of stool exam, indicative of Escherichia Coli infection with the more benign e. coli organism",,,,,,,,,,,,,,,,,,,,
"6549c3ca-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","E histolytica",,,,,,,,,,,"result of stool exam, indicative of amoeba infection with e. histolytica",,,,,,,,,,,,,,,,,,,,
"656f0f4a-977f-11e1-8993-905e29aff6c1","true","Anatomy","Boolean","Ear discharge",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"6545deae-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Ear disorders",,,,,,,,,,,"Set of ear infection concepts.","71",,,,,,,,,,,,,,,,,,,
"6573fa46-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Ear infection nos","Ear infection","Ear infection",,,,,,,,,"Non specific ear infection","6901","48",,,,,,,,,,,,,,,,,,
"655d6d6c-977f-11e1-8993-905e29aff6c1",,"Anatomy","Boolean","Ear nose and throat systems","ENT","ENT",,,,,,,,,"The ear, nose, and throat systems","2142",,,,,,,,,,,,,,,,,,,
"6571096c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Early infant diagnosis mastercard",,,,,,,,,,,"The Malawi Ministry of Health Early Infant Diagnosis Mastercard","6361",,,,,,,,,,,,,,,,,,,
"47baac9f-9d34-4d5f-961a-cdfaac2c590c",,"Misc","N/A","Earth/Sand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"655fd066-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","East",,,,,,,,,,,"one of 5 provinces in rwanda","2563",,,,,,,,,,,,,,,,,,,
"6573d660-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Ebola",,,"Ebola fever","Ebola hemorrhagic fever",,,,,,,"A severe and often fatal disease caused by the Ebola virus, characterized by high fever and severe internal bleeding that can be spread from person to person.","6866","35",,,,,,,,,,,,,,,,,,
"656876e4-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Ebstein's anomaly","Ebstein's","Ebstein's",,,,,,,,,"a congenital heart defect","3929",,,,,,,,,,,,,,,,,,,
"1995a751-6f80-49f5-bc89-5cc6ae767eff",,"Diagnosis","Text","ECHO imaging result",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"656920d0-977f-11e1-8993-905e29aff6c1",,"Finding","Coded","Echo normal (for consult form)",,,,,,,,,,,,"4019",,,,,,,,,,,,,,,,,,,
"65659c12-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","Echo NOT indicated",,,"Echo not discovered","Echo not found",,,,,,,"No echo discovered after performing echocardiogram.","3406",,,,,,,,,,,,,,,,,,,
"65659d16-977f-11e1-8993-905e29aff6c1",,"Question","Text","Echocardiogram comment",,,"Echocardiography comment",,,,,,,,"Comments related to the results of an echocardiogram.","3407",,,,,,,,,,,,,,,,,,,
"6563e3ea-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Echocardiogram construct",,,,,,,,,,,"Various questions related to echocardiograms.",,,,,,,,,,,,,,,,,,,,
"6568da58-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Echocardiogram normal",,,,,,,,,,,"echocardiogram was normal","4008",,,,,,,,,,,,,,,,,,,
"6568e714-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Echocardiographic measurements",,,,,,,,,,,,"4010",,,,,,,,,,,,,,,,,,,
"65756cfa-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Eclampsia",,,,,,,,,,,,"7156",,,,,,,,,,,,,,,,,,,
"6573d85e-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Eclpampsia",,,,,,,,,,,"An acute and life-threatening complication of pregnancy characterized by the appearance of tonic-clonic seizures, usually in a patient who had developed preeclampsia. (Preeclampsia and eclampsia are collectively called Hypertensive disorder of pregnancy and toxemia of pregnancy.)","6868","52",,,,,,,,,,,,,,,,,,
